school_type, state, total_enrolments, school_sector, girls_enrolments, icsea, teaching_staff, full_time_equivalent_enrolments, language_background_other_than_english, boys_enrolments, year_range, geolocation, suburb, ogc_fid, abs_remoteness_area, calendar_year, longitude, latitude
"Primary","SA",38,"Government",28,1039,4,38.0,0,10,"R-7","Inner Regional","Keyneton",82809,"Inner Regional Australia","2016",139.1338,-34.554333
"Primary","SA",409,"Government",206,1037,35,409.0,41,203,"U, R-7","Major Cities","West Croydon",82810,"Major Cities of Australia","2016",138.552927,-34.890875
"Primary","ACT",45,"Government",25,742,10,45.0,78,20,"K-6","Inner Regional","Jervis Bay",83452,"Inner Regional Australia","2016",150.7055651,-35.1315414
"Primary","SA",24,"Government",11,1025,3,24.0,0,13,"R-7","Outer Regional","Kingston On Murray",82811,"Outer Regional Australia","2016",140.346866,-34.222619
"Primary","SA",291,"Government",148,1127,17,291.0,0,143,"R-7","Major Cities","Aldgate",82812,"Major Cities of Australia","2016",138.748939,-35.019502
"Primary","SA",54,"Government",25,977,5,54.0,4,29,"R-7","Outer Regional","Kongorong",82813,"Outer Regional Australia","2016",140.561148,-37.902247
"Primary","SA",20,"Government",10,1004,3,20.0,0,10,"R-7","Outer Regional","Koolunga",82814,"Outer Regional Australia","2016",138.335026,-33.580835
"Special","SA",33,"Government",8,null,7,33.0,3,25,"U","Outer Regional","Port Pirie",82815,"Outer Regional Australia","2016",138.005415,-33.17503
"Primary","SA",482,"Government",248,1009,29,482.0,1,234,"R-7","Major Cities","Largs Bay",82816,"Major Cities of Australia","2016",138.494282,-34.823666
"Primary","SA",58,"Government",27,1017,6,58.0,0,31,"R-7","Outer Regional","Laura",82817,"Outer Regional Australia","2016",138.3044946,-33.18682857
"Primary","SA",380,"Government",174,984,25,380.0,18,206,"U, R-7","Major Cities","Birkenhead",82818,"Major Cities of Australia","2016",138.495412,-34.840072
"Primary","SA",680,"Government",335,967,48,680.0,0,345,"R-7","Major Cities","Aldinga",82819,"Major Cities of Australia","2016",138.461896,-35.269294
"Primary","SA",49,"Government",25,970,7,49.0,0,24,"R-7","Inner Regional","Light Pass",82820,"Inner Regional Australia","2016",139.025019,-34.46919
"Primary","SA",430,"Government",200,1040,27,430.0,3,230,"R-7","Inner Regional","Littlehampton",82821,"Inner Regional Australia","2016",138.868095,-35.049417
"Primary","SA",157,"Government",70,1027,11,157.0,1,87,"R-7","Inner Regional","Lobethal",82822,"Inner Regional Australia","2016",138.871761,-34.901735
"Combined","SA",61,"Government",25,993,8,60.9,3,36,"R-12","Remote","Lock",82823,"Remote Australia","2016",135.754637,-33.567298
"Primary","SA",125,"Government",62,1038,10,125.0,22,63,"R-7","Major Cities","Brooklyn Park",82824,"Major Cities of Australia","2016",138.535095,-34.930203
"Primary","SA",140,"Government",67,988,11,140.0,0,73,"R-7","Inner Regional","Lyndoch",82825,"Inner Regional Australia","2016",138.885678,-34.60554
"Primary","SA",79,"Government",35,1032,7,79.0,0,44,"R-7","Inner Regional","Macclesfield",82826,"Inner Regional Australia","2016",138.83847,-35.171315
"Primary","SA",159,"Government",69,960,13,158.6,0,90,"R-7","Inner Regional","Mallala",82827,"Inner Regional Australia","2016",138.510526,-34.43456
"Primary","SA",302,"Government",152,1023,18,302.0,0,150,"R-7","Inner Regional","Angaston",82828,"Inner Regional Australia","2016",139.050833,-34.499092
"Primary","SA",27,"Government",10,997,3,27.0,0,17,"R-7","Outer Regional","Manoora",82829,"Outer Regional Australia","2016",138.814121,-34.006284
"Combined","SA",21,"Government",8,754,5,21.0,10,13,"R-12","Very Remote","Marree",82830,"Very Remote Australia","2016",138.061054,-29.649185
"Primary","SA",557,"Government",273,1141,34,557.0,11,284,"R-7","Major Cities","Kensington",82831,"Major Cities of Australia","2016",138.649185,-34.924542
"Primary","SA",218,"Government",105,1025,15,218.0,0,113,"R-7","Inner Regional","Mclaren Flat",82832,"Inner Regional Australia","2016",138.587248,-35.206114
"Primary","SA",492,"Government",242,1023,30,491.2,1,250,"R-7","Major Cities","Mclaren Vale",82833,"Major Cities of Australia","2016",138.531438,-35.211655
"Primary","SA",125,"Government",54,1009,9,125.0,0,71,"R-7","Inner Regional","Meadows",82834,"Inner Regional Australia","2016",138.761924,-35.180498
"Primary","SA",21,"Government",10,973,3,21.0,0,11,"R-7","Outer Regional","Melrose",82835,"Outer Regional Australia","2016",138.187995,-32.823832
"Primary","SA",470,"Government",228,965,29,470.0,1,242,"R-7","Major Cities","Angle Vale",82836,"Major Cities of Australia","2016",138.647362,-34.643346
"Primary","SA",99,"Government",50,1024,7,99.0,0,49,"R-7","Outer Regional","Mil-Lel",82837,"Outer Regional Australia","2016",140.825631,-37.781125
"Primary","SA",12,"Government",6,1016,3,12.0,0,6,"R-7","Outer Regional","Farrell Flat",82838,"Outer Regional Australia","2016",138.795938,-33.825799
"Primary","SA",728,"Government",354,1114,41,728.0,10,374,"R-7","Major Cities","Kingswood",82839,"Major Cities of Australia","2016",138.616124,-34.972708
"Primary","SA",171,"Government",84,997,16,171.0,24,87,"U, R-7","Major Cities","Modbury North",82840,"Major Cities of Australia","2016",138.69228,-34.825869
"Primary","SA",212,"Government",98,1011,15,212.0,3,114,"R-7","Outer Regional","Monash",82841,"Outer Regional Australia","2016",140.559419,-34.236306
"Primary","SA",99,"Government",41,981,7,99.0,0,58,"R-7","Outer Regional","Moorak",82842,"Outer Regional Australia","2016",140.736668,-37.86419411
"Primary","SA",33,"Government",25,970,4,33.0,0,8,"R-7","Outer Regional","Moorook",82843,"Outer Regional Australia","2016",140.351142,-34.276231
"Primary","SA",33,"Government",21,993,5,33.0,0,12,"R-7","Outer Regional","Morgan",82844,"Outer Regional Australia","2016",139.670103,-34.030239
"Primary","SA",425,"Government",201,1014,25,424.8,2,224,"U, R-7","Inner Regional","Mount Barker",82845,"Inner Regional Australia","2016",138.853522,-35.067641
"Primary","SA",56,"Government",30,925,7,56.0,0,26,"R-7","Outer Regional","Mount Burr",82846,"Outer Regional Australia","2016",140.4591,-37.541193
"Combined","SA",413,"Government",190,984,32,411.6,1,223,"R-12","Inner Regional","Mount Compass",82847,"Inner Regional Australia","2016",138.619809,-35.350245
"Primary","SA",585,"Government",277,1005,29,585.0,2,308,"R-7","Outer Regional","Mount Gambier",82848,"Outer Regional Australia","2016",140.771765,-37.834544
"Primary","SA",50,"Government",24,995,5,50.0,0,26,"R-7","Inner Regional","Mount Pleasant",82849,"Inner Regional Australia","2016",139.053842,-34.774374
"Primary","SA",61,"Government",23,1017,6,61.0,0,38,"R-7","Outer Regional","Mundulla",82850,"Outer Regional Australia","2016",140.693069,-36.357628
"Primary","SA",553,"Government",273,910,40,552.1,0,280,"U, R-7","Inner Regional","Murray Bridge",82851,"Inner Regional Australia","2016",139.271426,-35.116966
"Primary","SA",54,"Government",32,1112,4,54.0,0,22,"R-7","Major Cities","Mylor",82852,"Major Cities of Australia","2016",138.760099,-35.040998
"Primary","SA",132,"Government",63,1004,7,132.0,0,69,"R-7","Inner Regional","Mypolonga",82853,"Inner Regional Australia","2016",139.357523,-35.040591
"Primary","SA",121,"Government",46,963,9,121.0,0,75,"R-7","Inner Regional","Myponga",82854,"Inner Regional Australia","2016",138.4642561,-35.3927497
"Primary","SA",551,"Government",261,1088,35,551.0,26,290,"R-7","Major Cities","Nailsworth",82855,"Major Cities of Australia","2016",138.6038861,-34.88291578
"Primary","SA",468,"Government",222,1020,25,468.0,0,246,"R-7","Inner Regional","Nairne",82856,"Inner Regional Australia","2016",138.903587,-35.038365
"Primary","SA",54,"Government",23,924,5,54.0,0,31,"R-7","Outer Regional","Napperby",82857,"Outer Regional Australia","2016",138.1141413,-33.15317163
"Primary","SA",449,"Government",202,1007,30,449.0,6,247,"R-7","Outer Regional","Naracoorte",82858,"Outer Regional Australia","2016",140.738119,-36.951082
"Primary","SA",118,"Government",58,979,10,118.0,2,60,"R-7","Major Cities","Old Noarlunga",82859,"Major Cities of Australia","2016",138.500633,-35.182997
"Primary","SA",333,"Government",162,944,26,333.0,27,171,"R-7","Major Cities","Northfield",82860,"Major Cities of Australia","2016",138.619862,-34.848975
"Primary","SA",77,"Government",32,1130,6,77.0,5,45,"R-7","Major Cities","Norton Summit",82861,"Major Cities of Australia","2016",138.728837,-34.927695
"Primary","SA",327,"Government",164,977,20,327.0,0,163,"R-7","Inner Regional","Nuriootpa",82862,"Inner Regional Australia","2016",139.001322,-34.472908
"Primary","SA",224,"Government",109,981,12,224.0,2,115,"R-7","Major Cities","One Tree Hill",82863,"Major Cities of Australia","2016",138.766521,-34.713273
"Primary","SA",198,"Government",84,941,14,198.0,1,114,"U, R-7","Major Cities","Morphett Vale",82864,"Major Cities of Australia","2016",138.542009,-35.131326
"Combined","SA",31,"Government",18,null,6,29.5,3,13,"R-12","Very Remote","Oodnadatta",82865,"Very Remote Australia","2016",135.445814,-27.548502
"Primary","SA",56,"Government",29,998,5,56.0,2,27,"R-7","Inner Regional","Owen",82866,"Inner Regional Australia","2016",138.5432056,-34.27157274
"Primary","SA",24,"Government",9,986,3,24.0,0,15,"R-7","Inner Regional","Palmer",82867,"Inner Regional Australia","2016",139.160882,-34.854365
"Primary","SA",72,"Government",41,1067,6,72.0,0,31,"R-7","Inner Regional","Paracombe",82868,"Inner Regional Australia","2016",138.781984,-34.851674
"Primary","SA",371,"Government",179,1119,22,371.0,26,192,"R-7","Major Cities","Parkside",82869,"Major Cities of Australia","2016",138.620087,-34.944657
"Primary","SA",334,"Government",141,941,34,334.0,50,193,"U, P-7","Major Cities","Pennington",82870,"Major Cities of Australia","2016",138.53236,-34.857424
"Primary","SA",25,"Government",15,931,3,25.0,0,10,"R-7","Very Remote","Penong",82871,"Very Remote Australia","2016",133.005406,-31.928614
"Primary","SA",79,"Government",45,894,9,79.0,0,34,"U, R-7","Outer Regional","Peterborough",82872,"Outer Regional Australia","2016",138.83202,-32.971345
"Primary","SA",125,"Government",56,975,13,125.0,32,69,"R-7","Major Cities","Park Holme",82873,"Major Cities of Australia","2016",138.554376,-34.990774
"Primary","SA",364,"Government",173,1059,25,364.0,23,191,"R-7","Major Cities","Plympton",82874,"Major Cities of Australia","2016",138.5565693,-34.96108793
"Primary","SA",78,"Government",33,984,9,78.0,3,45,"R-7","Remote","Poonindie",82875,"Remote Australia","2016",135.8806603,-34.58049457
"Primary","SA",271,"Government",144,946,21,271.0,31,127,"R-7","Major Cities","Pooraka",82876,"Major Cities of Australia","2016",138.613108,-34.833519
"Primary","SA",295,"Government",139,965,22,291.8,3,156,"U, R-7","Outer Regional","Port Augusta West",82877,"Outer Regional Australia","2016",137.754202,-32.483205
"Primary","SA",384,"Government",178,999,26,384.0,0,206,"R-7","Inner Regional","Port Elliot",82878,"Inner Regional Australia","2016",138.677243,-35.523024
"Primary","SA",501,"Government",230,975,37,501.0,0,271,"U, 3-7","Remote","Port Lincoln",82879,"Remote Australia","2016",135.857158,-34.723909
"Primary","SA",428,"Government",211,1004,27,428.0,3,217,"R-7","Major Cities","Port Noarlunga",82880,"Major Cities of Australia","2016",138.473063,-35.143866
"Primary","SA",243,"Government",117,881,20,243.0,2,126,"R-7","Outer Regional","Port Pirie",82881,"Outer Regional Australia","2016",138.002596,-33.181868
"Primary","SA",7,"Government",2,977,4,7.0,0,5,"R-7","Outer Regional","Port Vincent",82882,"Outer Regional Australia","2016",137.8592393,-34.78190932
"Primary","SA",73,"Government",34,941,5,73.0,4,39,"R-7","Inner Regional","Port Wakefield",82883,"Inner Regional Australia","2016",138.149302,-34.187379
"Primary","SA",476,"Government",247,1092,26,476.0,17,229,"R-7","Major Cities","Prospect",82884,"Major Cities of Australia","2016",138.59012,-34.884916
"Primary","SA",62,"Government",24,943,6,62.0,0,38,"R-7","Outer Regional","Ramco",82885,"Outer Regional Australia","2016",139.933102,-34.169777
"Primary","SA",25,"Government",11,981,3,25.0,0,14,"R-7","Outer Regional","Rendelsham",82886,"Outer Regional Australia","2016",140.225103,-37.551353
"Primary","SA",352,"Government",172,894,26,352.0,12,180,"R-7","Outer Regional","Renmark",82887,"Outer Regional Australia","2016",140.74104,-34.172644
"Primary","SA",157,"Government",75,980,11,157.0,4,82,"R-7","Outer Regional","Renmark North",82888,"Outer Regional Australia","2016",140.720156,-34.120509
"Primary","SA",184,"Government",85,968,13,184.0,6,99,"R-7","Outer Regional","Renmark",82889,"Outer Regional Australia","2016",140.710298,-34.166218
"Primary","SA",466,"Government",225,1002,27,466.0,1,241,"R-7","Major Cities","Old Reynella",82890,"Major Cities of Australia","2016",138.537502,-35.100928
"Primary","SA",307,"Government",153,1085,26,307.0,49,154,"U, R-7","Major Cities","Keswick",82891,"Major Cities of Australia","2016",138.571798,-34.943391
"Primary","SA",110,"Government",56,984,10,110.0,2,54,"R-7","Inner Regional","Riverton",82892,"Inner Regional Australia","2016",138.744199,-34.15606
"Primary","SA",89,"Government",40,1011,6,89.0,1,49,"R-7","Outer Regional","Robe",82893,"Outer Regional Australia","2016",139.761639,-37.163742
"Primary","SA",14,"Government",8,994,3,14.0,0,6,"R-7","Outer Regional","Robertstown",82894,"Outer Regional Australia","2016",139.084056,-33.989691
"Primary","SA",220,"Government",102,1010,16,220.0,0,118,"R-7","Inner Regional","Roseworthy",82895,"Inner Regional Australia","2016",138.748218,-34.53392
"Primary","SA",63,"Government",31,993,6,63.0,0,32,"R-7","Outer Regional","Saddleworth",82896,"Outer Regional Australia","2016",138.784802,-34.084411
"Primary","SA",357,"Government",187,1054,21,357.0,15,170,"R-7","Major Cities","Glenelg North",82897,"Major Cities of Australia","2016",138.519785,-34.972261
"Primary","SA",371,"Government",189,938,30,371.0,26,182,"U, R-7","Major Cities","Salisbury",82898,"Major Cities of Australia","2016",138.647399,-34.766984
"Primary","SA",63,"Government",25,1032,5,63.0,0,38,"R-7","Inner Regional","Cockatoo Valley",82899,"Inner Regional Australia","2016",138.829663,-34.610068
"Primary","SA",54,"Government",24,1136,7,54.0,0,30,"R-7","Inner Regional","Scott Creek",82900,"Inner Regional Australia","2016",138.706377,-35.056668
"Primary","SA",110,"Government",50,948,9,110.0,22,60,"R-7","Major Cities","Seaton",82901,"Major Cities of Australia","2016",138.519943,-34.895535
"Primary","SA",180,"Government",79,865,18,180.0,1,101,"U, R-7","Outer Regional","Port Pirie",82902,"Outer Regional Australia","2016",138.019589,-33.18994
"Primary","SA",25,"Government",13,1029,4,25.0,0,12,"R-7","Outer Regional","Spalding",82903,"Outer Regional Australia","2016",138.611066,-33.496312
"Primary","SA",29,"Government",12,968,4,29.0,0,17,"R-7","Inner Regional","Springton",82904,"Inner Regional Australia","2016",139.088713,-34.706581
"Primary","SA",27,"Government",10,937,4,27.0,0,17,"R-7","Remote","Stansbury",82905,"Remote Australia","2016",137.794689,-34.907642
"Primary","SA",531,"Government",256,1141,31,531.0,0,275,"R-7","Major Cities","Stirling",82906,"Major Cities of Australia","2016",138.734746,-35.002222
"Primary","SA",383,"Government",201,1061,20,383.0,7,182,"R-7","Major Cities","Athelstone",82907,"Major Cities of Australia","2016",138.699416,-34.867392
"Primary","SA",92,"Government",34,958,8,92.0,0,58,"R-7","Outer Regional","Suttontown",82908,"Outer Regional Australia","2016",140.76955,-37.797141
"Combined","SA",83,"Government",47,954,12,81.4,0,36,"R-12","Outer Regional","Swan Reach",82909,"Outer Regional Australia","2016",139.6027453,-34.57182086
"Primary","SA",132,"Government",61,932,11,132.0,1,71,"R-7","Inner Regional","Tailem Bend",82910,"Inner Regional Australia","2016",139.457249,-35.259104
"Primary","SA",50,"Government",22,997,4,50.0,0,28,"R-7","Inner Regional","Auburn",82911,"Inner Regional Australia","2016",138.683689,-34.026245
"Primary","SA",13,"Government",7,973,2,13.0,0,6,"R-7","Outer Regional","Tantanoola",82912,"Outer Regional Australia","2016",140.454312,-37.698832
"Primary","SA",435,"Government",184,1013,32,435.0,1,251,"U, R-7","Inner Regional","Tanunda",82913,"Inner Regional Australia","2016",138.959337,-34.526253
"Primary","SA",17,"Government",6,943,3,17.0,0,11,"R-7","Inner Regional","Tarlee",82914,"Inner Regional Australia","2016",138.772668,-34.269925
"Primary","SA",136,"Government",63,1032,9,136.0,6,73,"R-7","Major Cities","Tea Tree Gully",82915,"Major Cities of Australia","2016",138.727177,-34.822942
"Combined","SA",107,"Government",51,987,10,106.3,0,56,"R-12","Outer Regional","Tintinara",82916,"Outer Regional Australia","2016",140.061691,-35.882787
"Primary","SA",44,"Government",23,958,4,44.0,0,21,"R-7","Inner Regional","Truro",82917,"Inner Regional Australia","2016",139.126378,-34.41121
"Primary","SA",327,"Government",148,964,21,327.0,0,179,"R-7","Inner Regional","Two Wells",82918,"Inner Regional Australia","2016",138.517056,-34.59263489
"Primary","SA",31,"Government",14,1018,4,31.0,3,17,"R-7","Remote","Ungarra",82919,"Remote Australia","2016",136.046934,-34.180902
"Primary","SA",501,"Government",256,1140,37,501.0,9,245,"R-7","Major Cities","Unley",82920,"Major Cities of Australia","2016",138.61001,-34.953509
"Primary","SA",67,"Government",33,1094,6,67.0,1,34,"R-7","Major Cities","Upper Sturt",82921,"Major Cities of Australia","2016",138.683375,-35.018986
"Primary","SA",99,"Government",48,1067,7,99.0,2,51,"R-7","Major Cities","Uraidla",82922,"Major Cities of Australia","2016",138.7438424,-34.95915027
"Primary","SA",594,"Government",291,959,41,594.0,0,303,"U, R-7","Inner Regional","Victor Harbor",82923,"Inner Regional Australia","2016",138.624567,-35.541373
"Primary","SA",297,"Government",158,939,21,297.0,39,139,"R-7","Inner Regional","Virginia",82924,"Inner Regional Australia","2016",138.555957,-34.664655
"Primary","SA",243,"Government",114,967,18,243.0,8,129,"R-7","Outer Regional","Waikerie",82925,"Outer Regional Australia","2016",139.981115,-34.181117
"Primary","SA",649,"Government",340,1136,37,649.0,17,309,"R-7","Major Cities","Walkerville",82926,"Major Cities of Australia","2016",138.613241,-34.895194
"Primary","SA",132,"Government",61,936,12,131.2,1,71,"R-7","Outer Regional","Wallaroo",82927,"Outer Regional Australia","2016",137.624271,-33.932746
"Primary","SA",109,"Government",46,931,12,109.0,1,63,"R-7","Outer Regional","Kadina",82928,"Outer Regional Australia","2016",137.69872,-33.965894
"Primary","SA",83,"Government",28,994,6,83.0,0,55,"R-7","Remote","Warooka",82929,"Remote Australia","2016",137.39902,-34.990564
"Primary","SA",65,"Government",33,1050,5,65.0,0,32,"R-7","Inner Regional","Watervale",82931,"Inner Regional Australia","2016",138.644648,-33.960982
"Primary","SA",503,"Government",260,1042,33,503.0,25,243,"R-7","Major Cities","Allenby Gardens",82932,"Major Cities of Australia","2016",138.554563,-34.902081
"Primary","SA",735,"Government",355,1092,47,735.0,12,380,"U, R-7","Major Cities","Trinity Gardens",82933,"Major Cities of Australia","2016",138.641387,-34.908388
"Primary","SA",577,"Government",309,1113,37,577.0,6,268,"R-7","Major Cities","Westbourne Park",82934,"Major Cities of Australia","2016",138.591941,-34.969224
"Special","SA",170,"Government",48,null,32,170.0,4,122,"U","Major Cities","Munno Para West",82935,"Major Cities of Australia","2016",138.685257,-34.665014
"Primary","SA",250,"Government",125,934,17,250.0,1,125,"R-7","Inner Regional","Balaklava",82936,"Inner Regional Australia","2016",138.416488,-34.151438
"Primary","SA",335,"Government",179,1021,25,335.0,2,156,"R-7","Outer Regional","Whyalla",82937,"Outer Regional Australia","2016",137.584382,-33.035938
"Primary","SA",293,"Government",142,974,17,293.0,0,151,"R-7","Outer Regional","Whyalla",82938,"Outer Regional Australia","2016",137.568711,-33.033445
"Primary","SA",206,"Government",85,1007,17,206.0,0,121,"R-7","Inner Regional","Williamstown",82939,"Inner Regional Australia","2016",138.8901519,-34.66877581
"Primary","SA",54,"Government",27,982,5,54.0,0,27,"R-7","Outer Regional","Wilmington",82940,"Outer Regional Australia","2016",138.1011753,-32.6511089
"Primary","SA",15,"Government",9,966,4,15.0,0,6,"R-7","Outer Regional","Wirrabara",82941,"Outer Regional Australia","2016",138.273357,-33.036068
"Primary","SA",248,"Government",121,1062,15,248.0,0,127,"R-7","Inner Regional","Woodside",82942,"Inner Regional Australia","2016",138.879672,-34.952342
"Primary","SA",315,"Government",155,993,19,315.0,19,160,"R-7","Major Cities","Woodville South",82943,"Major Cities of Australia","2016",138.532716,-34.880569
"Primary","SA",110,"Government",52,975,9,110.0,0,58,"R-7","Outer Regional","Yahl",82944,"Outer Regional Australia","2016",140.832014,-37.879293
"Primary","SA",245,"Government",112,935,22,245.0,9,133,"R-7","Outer Regional","Barmera",82945,"Outer Regional Australia","2016",140.478058,-34.25159
"Primary","SA",24,"Government",9,947,4,24.0,4,15,"R-6","Very Remote","Andamooka",82946,"Very Remote Australia","2016",137.167467,-30.449978
"Primary","SA",21,"Government",9,1085,4,21.0,0,12,"R-7","Inner Regional","Basket Range",82947,"Inner Regional Australia","2016",138.766577,-34.938262
"Primary","SA",57,"Government",23,958,9,57.0,0,34,"R-7","Outer Regional","Beachport",82948,"Outer Regional Australia","2016",140.009715,-37.475436
"Primary","SA",580,"Government",295,1121,28,580.0,2,285,"R-7","Major Cities","Belair",82949,"Major Cities of Australia","2016",138.625814,-35.00488
"Combined","SA",1405,"Government",730,1001,99,1402.8,0,675,"U, R-12","Inner Regional","Strathalbyn",82950,"Inner Regional Australia","2016",138.903269,-35.258179
"Primary","SA",293,"Government",138,898,24,293.0,0,155,"U, R-7","Outer Regional","Berri",82951,"Outer Regional Australia","2016",140.594112,-34.279661
"Primary","SA",254,"Government",132,1016,17,254.0,1,122,"R-7","Major Cities","Wynn Vale",82952,"Major Cities of Australia","2016",138.687828,-34.799662
"Primary","SA",346,"Government",153,1037,21,346.0,1,193,"U, R-7","Major Cities","Aberfoyle Park",82953,"Major Cities of Australia","2016",138.595142,-35.078139
"Primary","SA",598,"Government",280,957,46,598.0,49,318,"U, R-7","Major Cities","Parafield Gardens",82954,"Major Cities of Australia","2016",138.616383,-34.785192
"Primary","SA",285,"Government",140,1017,17,285.0,0,145,"R-7","Inner Regional","Birdwood",82955,"Inner Regional Australia","2016",138.959001,-34.821593
"Primary","SA",518,"Government",252,1077,33,518.0,8,266,"R-7","Major Cities","Black Forest",82956,"Major Cities of Australia","2016",138.573308,-34.960682
"Special","SA",45,"Government",13,null,10,45.0,0,32,"U","Outer Regional","Whyalla Norrie",82957,"Outer Regional Australia","2016",137.553098,-33.028141
"Primary","SA",76,"Government",30,988,6,76.0,0,46,"R-7","Remote","Wangary",82958,"Remote Australia","2016",135.479343,-34.550294
"Primary","SA",327,"Government",158,1074,22,326.6,11,169,"U, R-7","Major Cities","Eden Hills",82959,"Major Cities of Australia","2016",138.605897,-35.026849
"Primary","SA",22,"Government",10,939,3,22.0,0,12,"R-7","Outer Regional","Blanchetown",82960,"Outer Regional Australia","2016",139.61118,-34.350655
"Secondary","SA",489,"Government",216,919,51,488.8,20,273,"U, 8-12","Major Cities","Para Hills West",82961,"Major Cities of Australia","2016",138.650711,-34.799266
"Primary","SA",51,"Government",20,1005,4,51.0,2,31,"R-7","Outer Regional","Blyth",82962,"Outer Regional Australia","2016",138.490696,-33.843766
"Primary","SA",54,"Government",20,864,7,54.0,0,34,"R-7","Outer Regional","Nangwarry",82963,"Outer Regional Australia","2016",140.818328,-37.541501
"Primary","SA",60,"Government",27,1015,5,60.0,0,33,"R-7","Remote","Padthaway",82964,"Remote Australia","2016",140.496881,-36.593103
"Primary","SA",482,"Government",240,1045,33,482.0,5,242,"R-7","Major Cities","Hope Valley",82965,"Major Cities of Australia","2016",138.709995,-34.847954
"Primary","SA",11,"Government",6,1019,3,11.0,0,5,"R-7","Outer Regional","Booborowie",82966,"Outer Regional Australia","2016",138.759558,-33.566079
"Primary","SA",221,"Government",113,946,16,221.0,0,108,"R-7","Outer Regional","Millicent",82967,"Outer Regional Australia","2016",140.343376,-37.592968
"Primary","SA",72,"Government",36,782,8,72.0,1,36,"R-7","Outer Regional","Whyalla Stuart",82968,"Outer Regional Australia","2016",137.517105,-33.015064
"Primary","SA",163,"Government",80,917,14,163.0,18,83,"R-7","Major Cities","Salisbury East",82969,"Major Cities of Australia","2016",138.656283,-34.792341
"Primary","SA",214,"Government",109,1092,14,214.0,1,105,"R-7","Major Cities","Bridgewater",82970,"Major Cities of Australia","2016",138.7616919,-35.00499562
"Primary","SA",641,"Government",323,1061,41,641.0,8,318,"U, R-7","Major Cities","Brighton",82971,"Major Cities of Australia","2016",138.526228,-35.015974
"Secondary","SA",901,"Government",427,949,66,871.6,5,474,"U, 8-12","Major Cities","Morphett Vale",82972,"Major Cities of Australia","2016",138.5332329,-35.12807898
"Combined","SA",1355,"Government",632,1011,80,1317.6,2,723,"R-12","Major Cities","Hallett Cove",82973,"Major Cities of Australia","2016",138.511116,-35.075965
"Combined","SA",877,"Government",427,969,69,876.3,2,450,"U, 6-12","Major Cities","Seaford",82974,"Major Cities of Australia","2016",138.482221,-35.187173
"Primary","SA",null,"Government",null,null,null,null,0,null,null,"Remote","Yunta",82975,"Remote Australia","2016",139.562354,-32.579067
"Primary","SA",149,"Government",71,946,12,149.0,32,78,"R-7","Major Cities","Renown Park",82976,"Major Cities of Australia","2016",138.581272,-34.893989
"Primary","SA",951,"Government",450,1158,60,950.6,39,501,"R-7","Major Cities","Linden Park",82977,"Major Cities of Australia","2016",138.645603,-34.94781
"Primary","SA",248,"Government",108,980,19,248.0,20,140,"U, R-7","Major Cities","Salisbury East",82978,"Major Cities of Australia","2016",138.662355,-34.783863
"Primary","SA",32,"Government",16,1003,3,32.0,0,16,"R-7","Inner Regional","Rapid Bay",82979,"Inner Regional Australia","2016",138.193855,-35.526676
"Primary","SA",11,"Government",7,971,4,11.0,0,4,"R-7","Outer Regional","Cadell",82980,"Outer Regional Australia","2016",139.771089,-34.057757
"Primary","SA",288,"Government",148,981,24,288.0,18,140,"U, R-7","Major Cities","South Plympton",82981,"Major Cities of Australia","2016",138.5573969,-34.97818822
"Primary","SA",164,"Government",78,942,20,164.0,32,86,"U, R-7","Major Cities","Enfield",82982,"Major Cities of Australia","2016",138.614491,-34.875355
"Primary","SA",434,"Government",227,908,39,434.0,52,207,"U, R-7","Major Cities","Salisbury North",82983,"Major Cities of Australia","2016",138.63533,-34.753217
"Primary","SA",229,"Government",121,1026,20,229.0,36,108,"U, R-7","Major Cities","Hillcrest",82984,"Major Cities of Australia","2016",138.638678,-34.866383
"Primary","SA",277,"Government",126,928,32,277.0,49,151,"U, R-7","Major Cities","Seacombe Gardens",82985,"Major Cities of Australia","2016",138.546916,-35.027204
"Primary","SA",461,"Government",225,1094,26,461.0,5,236,"U, R-7","Major Cities","North Brighton",82986,"Major Cities of Australia","2016",138.525628,-35.002543
"Primary","SA",425,"Government",188,965,27,424.2,17,237,"U, R-7","Major Cities","Royal Park",82987,"Major Cities of Australia","2016",138.510886,-34.877824
"Primary","SA",482,"Government",243,930,31,482.0,1,239,"U, R-7","Outer Regional","Whyalla Norrie",82988,"Outer Regional Australia","2016",137.549705,-33.029095
"Primary","SA",54,"Government",25,944,8,54.0,0,29,"R-7","Outer Regional","Loxton North",82989,"Outer Regional Australia","2016",140.624328,-34.413133
"Primary","SA",180,"Government",86,727,19,180.0,63,94,"R-7","Outer Regional","Port Augusta",82990,"Outer Regional Australia","2016",137.780351,-32.506303
"Primary","SA",406,"Government",200,938,26,406.0,1,206,"R-7","Outer Regional","Port Pirie",82991,"Outer Regional Australia","2016",138.008071,-33.203247
"Primary","SA",206,"Government",105,897,19,206.0,2,101,"U, R-7","Major Cities","Elizabeth South",82992,"Major Cities of Australia","2016",138.66211,-34.73111
"Primary","SA",211,"Government",103,952,20,211.0,56,108,"U, R-7","Major Cities","Greenacres",82993,"Major Cities of Australia","2016",138.625981,-34.870813
